,song,lyrics
48,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',Tell me that shes not dreaming. 
49,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',Guess whos piece of the cake is Jack gone? 
50,b'PM DAWN - SET ADRIFT ON MEMORY BLISS LYRICS',"Christina Applegate, you gotta put me on. "
0,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Always say hello
1,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Leave the smack and the crack for the wack
2,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","""im his number one fan, yes I am"""
3,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",But robocop last year was a shock
4,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Fish and chips with the hippy hippy hips
5,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",My staff gives autographs plus gives nuff laughs
6,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",You dont just run
7,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Im the man with the plan and the man rips it up
8,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Well be has-beens and plus naked
9,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Anyway the shunless one brings forth the fun
10,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",So we owe them
11,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Peace to howie tee, good lookin, gee"
12,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",And a pocket full of green
13,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Ill treat you good
14,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Just treat me right
15,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Black on black; remember that; its important
16,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",And ignore temptation
17,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",The green doesnt symbolize I made it on the top
18,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","And party people, sing it"
19,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Next to me at all time; ready to kick a rhyme
20,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Cause Im a modest fellow
21,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",So pull out your pen
22,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Swinger, hot dog, doc no, bud, ev lover, dinky"
23,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Than last year, but still a unique figure"
24,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Well coming back
25,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","And party people in the house, sing it"
26,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Kids all see me between gates and green
27,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Read my mic, heed my sight, and definitely lead you right"
28,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Hawkins
29,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Treat me right
30,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",That Im a man who was born to have a mic on
31,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",That will keep me out of financial bind
32,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",The dream wasnt crafted to be pornographic
33,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",No time for sleep
34,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",With a lean
35,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",The tone of the popeye cut shook your butt
36,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Cause if these kids dont go buy our records
37,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Jump in your jeep
38,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Thats why when it comes to fans Im never mean
39,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Dont need to hear all of that on the rap
40,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Decency started from the crib, plus kids"
41,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Six foot three and maybe a quarter of an inch bigger
42,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","""can he come out? can he come out and slam a jam?"
43,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Party people in the house, listen up"
44,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Youre too young to be plumped in a casket
45,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Beeper goes off yo smash it and trash it
46,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Kids in the crib want dibs on the big man
47,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",All these kids realize that Im the man
48,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Sanity crystal, my niece"
49,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Peace
50,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Nineteen ninety
51,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Never try and play a super star thats mellow
52,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Leave the knife and the gun in the store
53,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",No hatred; the summers almost done
54,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","And oh yeah, sing it"
55,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",In your hearts and minds never forget yusef
56,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Racial gain causes pain; need a new rep
57,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Or the vile and the nine; keep a smile like that
58,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Rob swinger, doc no, dinky, and hot dog know"
59,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",So just get your boys and bring the noise and just swing it
60,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","And lady kazam, my homegirl, peace"
61,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",To nineteen ninety
62,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Chubb rock jumps up on the scene
63,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Before the tune ends, give me some lips (ah!)"
64,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Chubb rock jumps up on the scene with a lean and a hardcore dream
65,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Cause authority, seniority goes far"
66,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","""kind of music is this for you to dance to? """
67,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",And just swing it
68,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Sent by the nation
69,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",The man with the plan and the man demands you
70,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Just get your boys and bring the noise
71,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Sign an autograph; you might make a new friend
72,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",And leave the guns and have fun; out!
73,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",Break
74,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",And pump up the funky beat a whole week
75,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",And youre walking
76,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""","Kids are screaming; the media says, ""what..."
77,"b""CHUBB ROCK - TREAT 'EM RIGHT LYRICS""",The strength of my vibe placed chubbs on the map
0,b'2 LIVE CREW - ME SO HORNY LYRICS',"I wont tell your mama, if you dont tell your dad"
1,b'2 LIVE CREW - ME SO HORNY LYRICS', 
2,b'2 LIVE CREW - ME SO HORNY LYRICS',"Fuckie suckie, fuckie suckie"
3,b'2 LIVE CREW - ME SO HORNY LYRICS',"Cause youre the one, and you shouldnt be mad "
4,b'2 LIVE CREW - ME SO HORNY LYRICS',Me love you long time
5,b'2 LIVE CREW - ME SO HORNY LYRICS',"Fuckie suckie, fuckie suckie, me fuckie suckie "
6,b'2 LIVE CREW - ME SO HORNY LYRICS',Me love you long time 
7,b'2 LIVE CREW - ME SO HORNY LYRICS',"Girls, always ask me, why I fuck so much "
8,b'2 LIVE CREW - ME SO HORNY LYRICS',"Im just like that man they call, Georgie Puddin Pie "
9,b'2 LIVE CREW - ME SO HORNY LYRICS',Hold on this 
10,b'2 LIVE CREW - ME SO HORNY LYRICS',Wont your mama be so mad if she knew I got that ass? 
11,b'2 LIVE CREW - ME SO HORNY LYRICS',"You can say, Im desperate, even call me perverted "
12,b'2 LIVE CREW - ME SO HORNY LYRICS',Ill play with your heart just like its a game 
13,b'2 LIVE CREW - ME SO HORNY LYRICS',"I know, hell be disgusted when he sees your pussy busted "
14,b'2 LIVE CREW - ME SO HORNY LYRICS',I fuck all the girls and I make em cry 
15,b'2 LIVE CREW - ME SO HORNY LYRICS',Sittin at home with my dick on hard 
16,b'2 LIVE CREW - ME SO HORNY LYRICS',Everything? 
17,b'2 LIVE CREW - ME SO HORNY LYRICS',"Ooh, dont do that, baby, hold on this "
18,b'2 LIVE CREW - ME SO HORNY LYRICS',I was the first to make you hot and wetty-wetty 
19,b'2 LIVE CREW - ME SO HORNY LYRICS',"Me fuckie suckie, fuckie suck, fuckie  suckie "
20,b'2 LIVE CREW - ME SO HORNY LYRICS',"Oh, sock it to me"
21,b'2 LIVE CREW - ME SO HORNY LYRICS',"Im a freak in heat, a dog without warnin "
22,b'2 LIVE CREW - ME SO HORNY LYRICS',"I have an appetite for sex, cause me so horny"
23,b'2 LIVE CREW - ME SO HORNY LYRICS',"But you say, Im a dog when I leave you fucked and deserted "
24,b'2 LIVE CREW - ME SO HORNY LYRICS',"Im like a dog in heat, a freak without warnin "
25,b'2 LIVE CREW - ME SO HORNY LYRICS',"Oh, sock it to me "
26,b'2 LIVE CREW - ME SO HORNY LYRICS',"Me so horny, me so horny "
27,b'2 LIVE CREW - ME SO HORNY LYRICS',"Fuckie suckie, suckie, me fuckie suckie "
28,b'2 LIVE CREW - ME SO HORNY LYRICS',Everything 
29,b'2 LIVE CREW - ME SO HORNY LYRICS',Not having no idea of what the night had in store 
30,b'2 LIVE CREW - ME SO HORNY LYRICS',"I say, whats wrong, baby doll, with a quick nut? "
31,b'2 LIVE CREW - ME SO HORNY LYRICS',"Picked up the telephone, then dialed the 7 digits "
32,b'2 LIVE CREW - ME SO HORNY LYRICS',Everything you want 
33,b'2 LIVE CREW - ME SO HORNY LYRICS',You tell your parents that were goin out 
34,b'2 LIVE CREW - ME SO HORNY LYRICS',"Never to the movies, just straight to my house"
35,b'2 LIVE CREW - ME SO HORNY LYRICS',Me so horny
36,b'2 LIVE CREW - ME SO HORNY LYRICS',"Ill be blowin your mind, while youre blowin my brains"
37,b'2 LIVE CREW - ME SO HORNY LYRICS',"I arrived at her house, knocked on the door "
38,b'2 LIVE CREW - ME SO HORNY LYRICS',So I got the black book for a freak to call 
39,b'2 LIVE CREW - ME SO HORNY LYRICS',"My appetite is sex, cause me so horny"
40,b'2 LIVE CREW - ME SO HORNY LYRICS',"Said, ""Yo, this Marquis, baby, are you down with it?"""
41,b'2 LIVE CREW - ME SO HORNY LYRICS',"Put your lips on my dick, and suck my asshole too "
42,b'2 LIVE CREW - ME SO HORNY LYRICS',Whatll we get for ten dollars? 
43,b'2 LIVE CREW - ME SO HORNY LYRICS',"You said it yourself, you like it like I do "
44,b'2 LIVE CREW - ME SO HORNY LYRICS',"Its true, you were a virgin until you met me "
45,b'2 LIVE CREW - ME SO HORNY LYRICS',"Me so horny, me so horny, me so horny "
0,b'UTFO - ROXANNE ROXANNE LYRICS',We do not have the lyrics for Roxanne Roxanne yet.
0,b'BLACK STAR - DEFINITION LYRICS',"neighbors like, ""he was the quiet type,"
1,b'BLACK STAR - DEFINITION LYRICS',"still sippin wishin well water, imported, from pluto"
2,b'BLACK STAR - DEFINITION LYRICS',"a cypher, will complete us if we come through your receivers"
3,b'BLACK STAR - DEFINITION LYRICS',or some random kid you smoked buddha with
4,b'BLACK STAR - DEFINITION LYRICS',mos def and talib kweli
5,b'BLACK STAR - DEFINITION LYRICS',consider me the entity within the industry without a history
6,b'BLACK STAR - DEFINITION LYRICS',"stop actin like a bitch already, be a visionary"
7,b'BLACK STAR - DEFINITION LYRICS',my presence felt my name is kweli from the eternal reflection
8,b'BLACK STAR - DEFINITION LYRICS',"with body parts and treys, what a way to start your day"
9,b'BLACK STAR - DEFINITION LYRICS',"best alliance in hip-hop, wyahhhhh"
10,b'BLACK STAR - DEFINITION LYRICS',say j. rawls yes youre ruling hip-hop
11,b'BLACK STAR - DEFINITION LYRICS',"let me meditate, set it straight, came to the conclusion"
12,b'BLACK STAR - DEFINITION LYRICS',yo its like
13,b'BLACK STAR - DEFINITION LYRICS',"(line for line) good jesus, mos def and kweli just"
14,b'BLACK STAR - DEFINITION LYRICS',you can play us and repeat us and then take us home and read us
15,b'BLACK STAR - DEFINITION LYRICS',shining like an asterisk for all those that be gatherin
16,b'BLACK STAR - DEFINITION LYRICS',its kind of dangerous to be a emcee
17,b'BLACK STAR - DEFINITION LYRICS',"walkin the streets is like battlin, be careful with your body"
18,b'BLACK STAR - DEFINITION LYRICS',"from where they sellin tree at, to where the police be at"
19,b'BLACK STAR - DEFINITION LYRICS',"cause all my brooklyn residents,? heavy regiments"
20,b'BLACK STAR - DEFINITION LYRICS',"that most of these cats is featherweight, let me demonstrate"
21,b'BLACK STAR - DEFINITION LYRICS',say hi-tek yes youre ruling hip-hop
22,b'BLACK STAR - DEFINITION LYRICS',"i said manhattan keep on makin it (bo!), brooklyn keep on takin it (bo!)"
23,b'BLACK STAR - DEFINITION LYRICS',"Yo, from the first to the last of it, delivery is passionate"
24,b'BLACK STAR - DEFINITION LYRICS',three hundred and sixty milliliters for all our believers
25,b'BLACK STAR - DEFINITION LYRICS',"all nice and peace and true, follow me now, we say"
26,b'BLACK STAR - DEFINITION LYRICS',"when the cock crows, my crop grows, enable me to rock flows"
27,b'BLACK STAR - DEFINITION LYRICS',people thinkin mc is short hand for mis conception
28,b'BLACK STAR - DEFINITION LYRICS',somebody in the wingsll force you to quit
29,b'BLACK STAR - DEFINITION LYRICS',and assume im the real one with lyrics like im cyrano
30,b'BLACK STAR - DEFINITION LYRICS',redefinition say youre ruling hip-hop
31,b'BLACK STAR - DEFINITION LYRICS',"third rate teacher readin and talkin about,"
32,b'BLACK STAR - DEFINITION LYRICS',after this you be pressing rewind on top your master disk
33,b'BLACK STAR - DEFINITION LYRICS',"me and kweli close like, bethlehem and nazareth"
34,b'BLACK STAR - DEFINITION LYRICS',"talkin +loud+ like you in rca, get carted away"
35,b'BLACK STAR - DEFINITION LYRICS',my name is in the middle of e-kweli-ty
36,b'BLACK STAR - DEFINITION LYRICS',it could be your crew or click
37,b'BLACK STAR - DEFINITION LYRICS',connectin like a roundhouse from the townhouse to the tenaments
38,b'BLACK STAR - DEFINITION LYRICS',One two three
39,b'BLACK STAR - DEFINITION LYRICS',"lawwwwwwwwwwwwwwwwwwwd, lawd have mercy"
40,b'BLACK STAR - DEFINITION LYRICS',in the jungle with the leaders we the lions you the +cheaters+
41,b'BLACK STAR - DEFINITION LYRICS',"so relax were takin it back, redwhere were livin at"
42,b'BLACK STAR - DEFINITION LYRICS',"the whole and not the half of it, vocab and not the math of it"
43,b'BLACK STAR - DEFINITION LYRICS',"expressin my liberty, it gotta be done properly"
44,b'BLACK STAR - DEFINITION LYRICS',"see that? bound to take it all kid, believe that"
45,b'BLACK STAR - DEFINITION LYRICS',and maybe you can see your name in the column of obituary
46,b'BLACK STAR - DEFINITION LYRICS',"projectile that them blasted with, accurate assassin shit"
47,b'BLACK STAR - DEFINITION LYRICS',"what a pity -- blunts is still fifty cents, its intense"
48,b'BLACK STAR - DEFINITION LYRICS',"make a pussy freeze up, thinkin we will ease up"
49,b'BLACK STAR - DEFINITION LYRICS',they shot tupac and biggie
50,b'BLACK STAR - DEFINITION LYRICS',say black star come to rock it non...
51,b'BLACK STAR - DEFINITION LYRICS',"""i knew hed amount to nothin"""
52,b'BLACK STAR - DEFINITION LYRICS',we came to rock it on to the tip-top
53,b'BLACK STAR - DEFINITION LYRICS',people follow me and other cats they hear him flow
54,b'BLACK STAR - DEFINITION LYRICS',plenty cats be strugglin not hustlin and bubblin
55,b'BLACK STAR - DEFINITION LYRICS',"in miles or kilometers, most cats, cannot proceed us"
56,b'BLACK STAR - DEFINITION LYRICS',you think you the shit
57,b'BLACK STAR - DEFINITION LYRICS',you must know karate or think your soul is bulletproof like sade
58,b'BLACK STAR - DEFINITION LYRICS',it aint about production and -- what else we discussin?
59,b'BLACK STAR - DEFINITION LYRICS',brooklyn new york city where they paint murals of biggie
60,b'BLACK STAR - DEFINITION LYRICS',"whod have thought they was frontin?"""
61,b'BLACK STAR - DEFINITION LYRICS',"in cash we trust cause its ghetto fabulous, life look pretty"
62,b'BLACK STAR - DEFINITION LYRICS',"of spittin the epitome, of stupidity -- livin my life"
63,b'BLACK STAR - DEFINITION LYRICS',"too much violence in hip-hop, wyahhhhh"
64,b'BLACK STAR - DEFINITION LYRICS',i said one two three
65,b'BLACK STAR - DEFINITION LYRICS',"colossal, true original b-boy apostle"
66,b'BLACK STAR - DEFINITION LYRICS',"standin on the rooftop with the, zulu gestapo"
67,b'BLACK STAR - DEFINITION LYRICS',talib kweli e-kweli-ty yo tell them where we be at
68,b'BLACK STAR - DEFINITION LYRICS',tree scents is dominant cant be covered with incense
69,b'BLACK STAR - DEFINITION LYRICS',"dont believe, here the evidence, where brooklyn whaaaaaaaoohhhh"
70,b'BLACK STAR - DEFINITION LYRICS',strivin for perfection ever since i was a snot-nosed
0,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Yo I gotta hit the back streets
1,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Krayzie Bone and Chamillionaire
2,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",They hopin that they gon catch me ridin dirty
3,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Police pull up right behind and its in his throat
4,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Grindin to see if they can see me lean
5,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Next to the PlayStation controlla
6,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","City change just like, ""Who is that producin?"""
7,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",When you see me ride by they can see the gleam
8,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Big ole Excursion swervin, all up in the curb and"
9,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","40 oz. in my lap, freezin my *****"
10,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Cause the crooked copsll try to come up fast
11,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Im grippin oak
12,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",A ***** been sippin on the Hennessey and the gin again
13,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Is a full clip and my pistola
14,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Laws on patrol and you know they hate me
15,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","We dodge em like, ""***k em all"""
16,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Ima laugh at you then I have to cruise
17,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",When they realize I aint even ridin dirty
18,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Look in my rearview and they smilin
19,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","I could be tough, tell em that they shoulda known"
20,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Patrollin and tryin ta catch me ridin dirty
21,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Tippin down, sittin crooked on my chrome"
22,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Thinkin theyll catch me in the wrong, they keep tryin"
23,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",And my shine on the deck and the TV screen
24,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",With no regard for the law
25,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","You wouldnt think it so, I tried ta let cha go"
26,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","I got speakers, some ****** tryin ta jack for some"
27,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",And denyin that its racial profilin
28,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Ride clean as hell, so I pull in ladies"
29,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Ya my number two on some old school DJ Screw
30,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Thats the Play N Skillz when we out and cruisin
31,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Wanted by the six-five says I got heat
32,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","They see me rollin, they hatin"
33,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Ive been drinking and smokin
34,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",And brought up on charges for none of yall
35,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","So they get behind me, tryin ta catch my tags"
36,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Pop pop, hope cops dont see me on the low key"
37,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","And bein the balla that I am, I talk to them"
38,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",And its on
39,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",But we packin somethin and what we have for um
40,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Just tryin ta bone, aint tryin to have no babies"
41,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",But I wont get caught up
42,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Rollin up a tree, green leaves and all"
43,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Keep a gun in car and a blunt to spark
44,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",I got a blunt up in my right hand
45,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Got warrants in every city except Houston
46,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Send a jacker into a coma
47,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","My music so loud, Im swangin"
48,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Glove compartment, gotta get my cash"
49,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""",Dont wanna hold up while I puff on the blunt
50,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Now ridin with a new chick, she like, ""Hold up"""
51,"b""CHAMILLIONAIRE & KRAYZIE BONE - RIDIN' LYRICS""","Bookin my phone, findin a chick I wanna bone"
